MEGFR,Viatura_COD,TIPO_DECIR,ELEMENTO,COD_EQUIPA,CODIGO_ICNF,TIPOLOGIA,MODELO,MARCA,CHASSIS,MATRICULA,UO_DRCNF,BASE,ESTADO,AGFR,LAT_BASE,LONG_BASE,DDI_VIATURA,Ligada_Meios_v1
ESF,VLCI AS-17-OG,VLCI,SF 11-117,SF 11-117 ,NULL,NULL,"HILUX AN1P(EU,N)",TOYOTA,NULL,AS-17-OG,NATURA VIVA - Associação Ambiental e Florestal de Vale de Nogueiras,Vila Real,NULL,NORTE,41.282,-7.68382,NULL,Ligada
ESF,VLCI 80-JQ-57,VLCI,SF 12-117,SF 12-117,NULL,NULL,NAVARA (CVLZD40) 3.5 T,NISSAN,NULL,80-JQ-57,SILVIDOURO - Associação Agro Florestal,Vila Flor,NULL,NORTE,41.4883,-7.18106,NULL,Ligada
ESF,VLCI 70-JI-08,VLCI,SF 13-117,SF 13-117,NULL,NULL,Defender 130 2.5 TD5,LAND ROVER,NULL,70-JI-08,Assembleia de Compartes dos Baldios de Várzea da Serra,Tarouca,NULL,NORTE,40.9951,-7.82449,NULL,Ligada
ESF,VLCI AZ-83-OQ,VLCI,SF 14-117,SF 14-117,NULL,NULL,Hilux,Toyota,NULL,AZ-83-OQ,Freguesia de São Martinho de Anta e Paradela de Guiães,Sabrosa,NULL,NORTE,41.2665,-7.61975,NULL,Ligada
ESF,VLCI 10-JR-99,VLCI,SF 15-117,SF 15-117,NULL,NULL,CVNVD22,NISSAN,NULL,10-JR-99,Município de Freixo de Espada à Cinta,Freixo de Espada À Cinta,NULL,NORTE,41.0932,-6.81072,NULL,Ligada
ESF,VLCI 21-IV-66,VLCI,SF 16-117 ,SF 16-117,NULL,NULL,Defender 130 2.5 TD5,LAND ROVER,NULL,21-IV-66,Município de São João da Pesqueira,São João da Pesqueira,NULL,NORTE,41.1481,-7.40896,NULL,Ligada
ESF,VLCI 13-ST-60,VLCI,SF 17-117,SF 17-117,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,13-ST-60,Município de Sernancelhe,Sernancelhe,NULL,NORTE,40.8979,-7.49597,4260673,Ligada
ESF,VLCI 13-ST-61,VLCI,SF 18-117,SF 18-117,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,13-ST-61,ADRLU - Associação de Desenvolvimento Rural Lobos Uivam,Moimenta da Beira,NULL,CENTRO,40.969,-7.63308,4260674,Ligada
ESF,VLCI 35-VL-26,VLCI,SF 19-117,SF 19-117,NULL,NULL,L200 4WD,MITSUBISHI,NULL,35-VL-26,Órgão de Gestão do Baldio da Serra do Reboredo - C. M. de Torre de Moncorvo,Torre de Moncorvo,NULL,NORTE,41.1772,-7.05147,4260660,Ligada
ESF,VLCI 80-PC-93,VLCI,SF 02-118,SF 02-118 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,80-PC-93,Conselho Directivo dos Baldios de Couto de Dornelas,Boticas,NULL,NORTE,41.7,-7.71977,4260527,Ligada
ESF,VLCI 67-TX-33,VLCI,SF 04-118,SF 04-118 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-33,Conselho Directivo de Baldios de Covelães,Montalegre,NULL,NORTE,41.8075,-7.8888,4260529,Ligada
ESF,VLCI 81-PC-02,VLCI,SF 05-118,SF 05-118 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,81-PC-02,Conselho Directivo dos Baldios de Pitões das Júnias,Montalegre,NULL,NORTE,41.8415,-7.95108,4260531,Ligada
ESF,VLCI 81-PC-05,VLCI,SF 06-118,SF 06-118 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,81-PC-05,Conselho Directivo dos Baldios do Cabril,Montalegre,NULL,NORTE,41.7928,-7.71913,4260669,Ligada
ESF,VLCI 81-PC-00,VLCI,SF 07-118,SF 07-118 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,81-PC-00,Conselho Directivo dos Baldios de Fafião,Montalegre,NULL,NORTE,41.6999,-8.08587,4260533,Ligada
ESF,VLCI 81-PC-08,VLCI,SF 08-118,SF 08-118 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,81-PC-08,Conselho Directivo dos Baldios da Freguesia de Outeiro,Montalegre,NULL,NORTE,41.7874,-7.94431,4260670,Ligada
ESF,VLCI 67-TX-46,VLCI,SF 10-118,SF 10-118 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-46,ARBÓREA - Associação Florestal da Terra Fria Transmontana,Vinhais,NULL,NORTE,41.8269,-7.00964,NULL,Ligada
ESF,VLCI 67-TX-23,VLCI,SF 12-118,SF 12-118 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-23,AFACC - Associação Florestal e Ambiental do Concelho de Chaves,Chaves,NULL,NORTE,41.7382,-7.47837,4260671,Ligada
ESF,VLCI 17-28-TQ,VLCI,SF 14-118,SF 14-118 ,NULL,NULL,Defender 130 2.5 TD5,LAND ROVER,NULL,17-28-TQ,FLOREST'ÁGUA - Associação de Produtores Florestais e Regantes de S. Martinho,Miranda do Douro,NULL,NORTE,41.3406,-6.70913,NULL,Ligada
ESF,VLCI 57-XI-20,VLCI,SF 15-118,SF 15-118 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,57-XI-20,AGUIARFLORESTA - Associação Florestal e Ambiental do Concelho de Vila Pouca de Aguiar,Vila Pouca de Aguiar,NULL,NORTE,41.5025,-7.63847,4260537,Ligada
ESF,VLCI 38-XF-74,VLCI,SF 17-118,SF 17-118 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,38-XF-74,Associação Agro Florestal das Terras do Barroso,Montalegre,NULL,NORTE,41.6485,-7.94289,4260539,Ligada
ESF,VLCI 39-XF-03,VLCI,SF 18-118,SF 18-118 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,39-XF-03,CAPOLIB - Cooperativa dos Agricultores de Boticas,Boticas,NULL,NORTE,41.7097,-7.63851,4260543,Ligada
ESF,VLCI 16-XO-67,VLCI,SF 19-118,SF 19-118 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,16-XO-67,AFLOCAF - Associação de Produtores Florestais do Concelho de Alfândega da Fé,Alfândega da Fé,NULL,NORTE,41.3483,-7.04002,3260616,Ligada
ESF,VLCI 38-XF-80,VLCI,SF 20-118,SF 20-118 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,38-XF-80,AGUIARFLORESTA - Associação Florestal e Ambiental do Concelho de Vila Pouca de Aguiar,Vila Pouca de Aguiar,NULL,NORTE,41.5025,-7.63847,4260547,Ligada
ESF,VLCI 90-XJ-82,VLCI,SF 21-118,SF 21-118 ,NULL,NULL,L200,Mitsubishi,NULL,90-XJ-82,APFNT - Associação de Produtores Florestais do Nordeste Transmontano,Mogadouro,NULL,NORTE,41.3406,-6.70913,NULL,Ligada
ESF,VLCI AT-07-XE,VLCI,SF 22-118,SF 22-118 ,NULL,NULL,"HILUX AN1P(EU,N)",TOYOTA,NULL,AT-07-XE,AGUIARFLORESTA - Associação Florestal e Ambiental do Concelho de Vila Pouca de Aguiar,Vila Pouca de Aguiar,NULL,NORTE,41.5025,-7.63847,4260551,Ligada
ESF,VLCI AX-51-RN,VLCI,SF 23-118,SF 23-118 ,NULL,NULL,"AN1P(EU,N)",TOYOTA HILUX,NULL,AX-51-RN,ARBÓREA - Associação Florestal da Terra Fria Transmontana,Vinhais,NULL,NORTE,41.8269,-7.00964,NULL,Ligada
ESF,VLCI AX-40-RN,VLCI,SF 25-118,SF 25-118 ,NULL,NULL,Hylux,Toyota,NULL,AX-40-RN,Município de Boticas,Boticas,NULL,NORTE,41.6875,-7.66854,NULL,Ligada
ESF,VLCI 96-FC-76,VLCI,SF 26-118,SF 26-118 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,96-FC-76,AFLODOUNORTE - Associação Florestal do Vale do Douro Norte,Murça,NULL,NORTE,41.46,-7.46914,4260667,Ligada
ESF,VLCI 29-IU-26,VLCI,SF 27-118,SF 27-118,NULL,NULL,NAVARRA,NISSAN,NULL,29-IU-26,AFACC - Associação Florestal e Ambiental do Concelho de Chaves,Chaves,NULL,NORTE,41.7382,-7.47837,NULL,Ligada
ESF,VLCI 77-JS-54,VLCI,SF 28-118,SF 28-118,NULL,NULL,L200 4WD,MITSUBISHI,NULL,77-JS-54,Município de Mirandela,Mirandela,NULL,NORTE,41.4831,-7.17295,NULL,Ligada
ESF,VLCI 69-IU-89,VLCI,SF 29-118,SF 29-118,NULL,NULL,NAVARRA,NISSAN,NULL,69-IU-89,Município de Vimioso,Vimioso,NULL,NORTE,41.5845,-6.532,NULL,Ligada
ESF,VLCI 13-ST-46,VLCI,SF 30-118,SF 30-118,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,13-ST-46,Município de Chaves,Chaves,NULL,NORTE,41.74,-7.47125,4260557,Ligada
ESF,VLCI 53-VA-51,VLCI,SF 31-118,SF 31-118,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-51,Freguesia de Viade de Baixo e Fervidelas,Montalegre,NULL,NORTE,41.7606,-7.86366,4260558,Ligada
ESF,VLCI 18-VI-18,VLCI,SF 32-118,SF 32-118,NULL,NULL,L200 4WD,MITSUBISHI,NULL,18-VI-18,AGRO-LILA - Associação Agro-Florestal das Terras do Lila,Valpaços,NULL,NORTE,41.5232,-7.32484,4260560,Ligada
ESF,VLCI 53-VA-45,VLCI,SF 33-118,SF 33-118,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-45,Junta de Freguesia de Ervedosa,Vinhais,NULL,NORTE,41.731,-7.10385,3260625,Ligada
ESF,VLCI 53-VA-92,VLCI,SF 34-118,SF 34-118,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-92,APATA - Associação de Produtores Agrícolas Tradicionais e Ambientais,Bragança,NULL,NORTE,41.3454,-6.70556,3260627,Ligada
ESF,VLCI 53-VA-47,VLCI,SF 35-118,SF 35-118,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-47,APATA - Associação de Produtores Agrícolas Tradicionais e Ambientais,Bragança,NULL,NORTE,41.3454,-6.70556,3260629,Ligada
BSF,VLCI 53-VA-46,VLCI,SF 36-118,BRIG-1-118,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-46,Comunidade Intermunicipal do Alto Tâmega - BRIG-1-118,Chaves,NULL,NORTE,41.7433,-7.47133,4260562,Ligada
BSF,VLCI 53-VA-99,VLCI,SF 37-118,BRIG-1-118,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-99,Comunidade Intermunicipal do Alto Tâmega - BRIG-1-118,Chaves,NULL,NORTE,41.7433,-7.47133,4260564,Ligada
BSF,VLCI 53-VA-42,VLCI,SF 38-118,BRIG-1-118,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-42,Comunidade Intermunicipal do Alto Tâmega - BRIG-1-118,Chaves,NULL,NORTE,41.7433,-7.47133,4260568,Ligada
ESF,VLCI 53-VA-85,VLCI,SF 39-118,SF 39-118,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-85,Aguiarfloresta - Associação Florestal e Ambiental de Vila Pouca de Aguiar,Vila Pouca de Aguiar,NULL,NORTE,41.5025,-7.63847,4260570,Ligada
ESF,VLCI 35-VL-11,VLCI,SF 40-118,SF 40-118,NULL,NULL,L200 4WD,MITSUBISHI,NULL,35-VL-11,"Coopbarroso - Coopertiva Agrícola do Barroso, CRL",Montalegre,NULL,NORTE,41.8226,-7.78903,4260573,Ligada
ESF,VLCI 34-QD-98,VLCI,SF 41-118,SF 41-118,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,34-QD-98,Município de Valpaços,Valpaços,NULL,NORTE,41.6034,-7.31688,NULL,Ligada
ESF,VLCI AB-11-SO,VLCI,SF 42-118,SF 42-118,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,AB-11-SO,Município de Valpaços,Valpaços,NULL,NORTE,41.6034,-7.31688,NULL,Ligada
ESF,VLCI 18-97-ZV,VLCI,SF 43-118,SF 43-118,NULL,NULL,L200,Mitsubishi,NULL,18-97-ZV,Município de Boticas,Boticas,NULL,NORTE,41.6875,-7.66854,NULL,Ligada
ESF,VLCI 53-VA-78,VLCI,SF 44-118,SF 44-118,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-78,APATA - Associação de Produtores Agrícolas Tradicionais e Ambientais,Mogadouro,NULL,NORTE,41.3454,-6.70556,NULL,Ligada
ESF,VLCI 67-TX-42,VLCI,SF 02-150,SF 02-150 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-42,Associação dos Produtores Florestais da Serra do Caldeirão,Loulé,NULL,ALGARVE,37.2374,-7.93715,7260511,Ligada
ESF,VLCI 38-XF-99,VLCI,SF 03-150,SF 03-150 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,38-XF-99,CUMEADAS - Associação de Proprietários Florestais das Cumeadas do Baixo Guadiana,Alcoutim,NULL,ALGARVE,37.4468,-7.59477,7260513,Ligada
ESF,VLCI AS-36-OT,VLCI,SF 04-150,SF 04-150 ,NULL,NULL,"HILUX AN1P(EU,N)",TOYOTA,NULL,AS-36-OT,ASPAFLOBAL - Associação de Produtores Florestais do Barlavento Algarvio,Monchique,NULL,ALGARVE,37.3177,-8.5519,NULL,Ligada
ESF,VLCI AT-12-UT,VLCI,SF 05-150,SF 05-150 ,NULL,NULL,"AN1P(EU,N) Hilux",Toyota,NULL,AT-12-UT,Município de Silves,Silves,NULL,ALGARVE,37.189,-8.44012,7260516,Ligada
ESF,VLCI 01-IU-00,VLCI,SF 07-150,SF 07-150,NULL,NULL,L200 4WD,MITSUBISHI,NULL,01-IU-00,Município de Portimão,Portimão,NULL,ALGARVE,37.1375,-8.53728,NULL,Ligada
ESF,VLCI 59-IT-47,VLCI,SF 09-150,SF 09-150,NULL,NULL,L200 4WD,MITSUBISHI,NULL,59-IT-47,Município de Vila Real de Santo António,Vila Real de Santo António,NULL,ALGARVE,37.1945,-7.41596,NULL,Ligada
ESF,VLCI 11-AQ-29,VLCI,SF 10-150,SF 10-150,NULL,NULL,CVLUO22UQN35,NISSAN,NULL,11-AQ-29,TERRAS DO INFANTE - Associação de Municipios ,Lagos,NULL,ALGARVE,37.0992,-8.67499,NULL,Ligada
ESF,VLCI 88-JX-61,VLCI,SF 11-150,SF 11-150,NULL,NULL,L200 4WD,MITSUBISHI,NULL,88-JX-61,TERRAS DO INFANTE - Associação de Municipios ,Vila do Bispo,NULL,ALGARVE,37.0992,-8.67499,NULL,Ligada
ESF,VLCI 13-ST-44,VLCI,SF 12-150,SF 12-150,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,13-ST-44,ASPAFLOBAL - Associação de Produtores Florestais do Barlavento Algarvio,Monchique,NULL,ALGARVE,37.3177,-8.5519,7260522,Ligada
ESF,VLCI 13-ST-53,VLCI,SF 13-150,SF 13-150,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,13-ST-53,Município de São Brás de Alportel,São Brás de Alportel,NULL,ALGARVE,37.1515,-7.8884,7260524,Ligada
ESF,VLCI 13-ST-56,VLCI,SF 14-150,SF 14-150,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,13-ST-56,TERRAS DO INFANTE - Associação de Municipios ,Aljezur,NULL,ALGARVE,37.0992,-8.67499,7260525,Ligada
ESF,VLCI 18-VI-16,VLCI,SF 15-150,SF 15-150,NULL,NULL,L200 4WD,MITSUBISHI,NULL,18-VI-16,Comunidade Intermunicipal do Algarve - BRIG-1-150 - CIM ALGARVE,Faro,NULL,ALGARVE,37.0192,-7.92578,7260527,Ligada
ESF,VLCI 18-VI-30,VLCI,SF 16-150,SF 16-150,NULL,NULL,L200 4WD,MITSUBISHI,NULL,18-VI-30,Comunidade Intermunicipal do Algarve - BRIG-1-150 - CIM ALGARVE,Faro,NULL,ALGARVE,37.0192,-7.92578,7260529,Ligada
ESF,VLCI 35-VL-25,VLCI,SF 18-150,SF 18-150,NULL,NULL,L200 4WD,MITSUBISHI,NULL,35-VL-25,Freguesia de SãoBartolomeu de Messines,Silves,NULL,ALGARVE,37.258,-8.29177,7260532,Ligada
ESF,VLCI 17-TX-20,VLCI,SF 01-161,SF 01-161 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,17-TX-20,Associação Florestal do Baixo Vouga,Albergaria-A-Velha,NULL,CENTRO,40.6899,-8.47456,6260602,Ligada
ESF,VLCI 16-XO-54,VLCI,SF 02-161,SF 02-161 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,16-XO-54,Cooperativa Agrícola de Sanfins C.R.L.,Sever do Vouga,NULL,CENTRO,40.7625,-8.33137,NULL,Ligada
ESF,VLCI 38-XF-75,VLCI,SF 03-161,SF 03-161 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,38-XF-75,Associação Florestal do Baixo Vouga,Águeda,NULL,CENTRO,40.6899,-8.47456,NULL,Ligada
ESF,VLCI AX-43-RN,VLCI,SF 04-161,SF 04-161 ,NULL,NULL,HILUX 2.4D 4X4,TOYOTA,NULL,AX-43-RN,Município de Águeda,Águeda,NULL,CENTRO,40.5731,-8.44557,NULL,Ligada
ESF,VLCI 67-TX-52,VLCI,SF 01-162,SF 01-162 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-52,Município de Penacova,Penacova,NULL,CENTRO,40.27,-8.2812,NULL,Ligada
ESF,VLCI AS-20-OG,VLCI,SF 02-162,SF 02-162 ,NULL,NULL,"HILUX AN1P(EU,N)",TOYOTA,NULL,AS-20-OG,Município da Figueira da Foz,Figueira da Foz,NULL,CENTRO,40.1473,-8.85362,NULL,Ligada
ESF,VLCI AT-13-UT,VLCI,SF 03-162,SF 03-162 ,NULL,NULL,HILUX,Toyota,NULL,AT-13-UT,Município de Mira,Mira,NULL,CENTRO,40.4284,-8.73627,NULL,Ligada
ESF,VLCI AT-37-SZ,VLCI,SF 04-162,SF 04-162 ,NULL,NULL,Hilux,Toyota,NULL,AT-37-SZ,SAURIUM FLORESTAL - Associação Prá Floresta do Concelho de Soure,Soure,NULL,CENTRO,40.0603,-8.62613,NULL,Ligada
ESF,VLCI AS-18-OG,VLCI,SF 05-162,SF 05-162 ,NULL,NULL,"HILUX AN1P(EU,N)",TOYOTA,NULL,AS-18-OG,Município da Figueira da Foz,Figueira da Foz,NULL,CENTRO,40.1473,-8.85362,NULL,Ligada
ESF,VLCI AX-46-RN,VLCI,SF 06-162,SF 06-162 ,NULL,NULL,Hilux 4X4,Toyota,NULL,AX-46-RN,Freguesia de Tocha,Cantanhede,NULL,CENTRO,40.3134,-8.75455,NULL,Ligada
ESF,VLCI AZ-84-OQ,VLCI,SF 07-162,SF 07-162,NULL,NULL,HILUX,TOYOTA,NULL,AZ-84-OQ,CAULE - Associação Florestal da Beira Serra,Penacova,NULL,CENTRO,40.3141,-7.89035,NULL,Ligada
ESF,VLCI 41-JC-16,VLCI,SF 10-162,SF 10-162,NULL,NULL,L200 4WD,MITSUBISHI,NULL,41-JC-16,Município de Montemor-o-Velho,Montemor-O-Velho,NULL,CENTRO,40.1728,-8.68445,NULL,Ligada
ESF,VLCI 53-VA-19,VLCI,SF 11-162,SF 11-162,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-19,Organização Florestal Atlantis - Associação de Desenvolvimento Florestal,Cantanhede,NULL,CENTRO,40.3837,-8.49258,5260674,Ligada
ESF,VLCI 99-UQ-11,VLCI,SF 12-162,SF 12-162,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,99-UQ-11,Município de Penacova,Penacova,NULL,CENTRO,40.27,-8.2812,NULL,Ligada
ESF,VLCI 81-PC-04,VLCI,SF 01-163,SF 01-163 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,81-PC-04,ADSAICA - Associação de Desenvolvimento das Serras de Aire e Candeeiros,Porto de Mós,NULL,LVT,39.646,-8.61978,6260601,Ligada
ESF,VLCI AS-27-PG,VLCI,SF 03-163,SF 03-163 ,NULL,NULL,"HILUX AN1P(EU,N)",TOYOTA,NULL,AS-27-PG,APFP - Associação de Produtores Florestais de Pombal,Pombal,NULL,CENTRO,39.8892,-8.58648,6260575,Ligada
ESF,VLCI AX-41-RN,VLCI,SF 06-163,SF 06-163 ,NULL,NULL,HILUX,TOYOTA,NULL,AX-41-RN,Município de Pombal,Pombal,NULL,CENTRO,39.9153,-8.62842,6260577,Ligada
ESF,VLCI 13-ST-58,VLCI,SF 07-163,SF 07-163 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,13-ST-58,APFP - Associação de Produtores Florestais de Pombal,Pombal,NULL,CENTRO,39.8892,-8.58648,NULL,Ligada
ESF,VLCI 53-VA-69,VLCI,SF 08-163,SF 08-163,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-69,APFCAN - Associação de Produtores Florestais dos Concelhos de Alcobaça e Nazaré,Alcobaça,NULL,LVT,39.665,-8.98842,6260559,Ligada
ESF,VLCI 53-VA-80,VLCI,SF 09-163,SF 09-163,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-80,APFP - Associação de Produtores Florestais de Pombal,Pombal,NULL,CENTRO,39.8892,-8.58648,6260584,Ligada
ESF,VLCI 53-VA-55,VLCI,SF 10-163,SF 10-163,NULL,NULL,L200,MITSUBISHI,NULL,53-VA-55,Associação Florestal do Concelho de Ansião,Pombal,NULL,CENTRO,39.9153,-8.62842,6260586,Ligada
ESF,VLCI 67-TX-14,VLCI,SF 01-164,SF 01-164 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-14,"Cooperativa dos Agricultores de Alvoco das Várzeas, CRL",Oliveira do Hospital,NULL,CENTRO,40.3032,-7.83412,NULL,Ligada
ESF,VLCI 67-TX-25,VLCI,SF 02-164,SF 02-164 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-25,Associação Florestal do Concelho de Ansião,Ansião,NULL,CENTRO,39.909,-8.43381,NULL,Ligada
ESF,VLCI 67-TX-16,VLCI,SF 03-164,SF 03-164 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-16,Associação Florestal do Concelho de Góis,Góis,NULL,CENTRO,40.1021,-8.11412,NULL,Ligada
ESF,VLCI 67-TX-19,VLCI,SF 04-164,SF 04-164 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-19,CAULE - Associação Florestal da Beira Serra,Oliveira do Hospital,NULL,CENTRO,40.3141,-7.89035,NULL,Ligada
ESF,VLCI 67-TX-21,VLCI,SF 06-164,SF 06-164 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-21,Conselho Directivo dos Baldios de Castanheira de Pêra,Castanheira de Pêra,NULL,CENTRO,40.0271,-8.20168,NULL,Ligada
ESF,VLCI 67-TX-18,VLCI,SF 07-164,SF 07-164 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-18,Conselho Directivo dos Baldios da Freguesia de Vilarinho,Lousã,NULL,CENTRO,40.1069,-8.20312,NULL,Ligada
ESF,VLCI 67-TX-24,VLCI,SF 08-164,SF 08-164 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-24,APFLOR - Associação de Produtores e Proprietários Florestais do Concelho de Pedrógão Grande,Pedrógão Grande,NULL,CENTRO,39.9185,-8.14539,NULL,Ligada
ESF,VLCI 67-TX-27,VLCI,SF 09-164,SF 09-164 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,67-TX-27,Associação de Produtores Florestais de Pampilhosa da Serra,Pampilhosa da Serra,NULL,CENTRO,40.0456,-7.95235,NULL,Ligada
ESF,VLCI 53-VA-44,VLCI,SF 10-164,SF 10-164 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-44,Associação Florestal do Concelho de Góis,Góis,NULL,CENTRO,40.1021,-8.11412,5260672,Ligada
ESF,VLCI 53-VA-13,VLCI,SF 11-164,SF 11-164 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-13,Conselho Directivo dos Baldios da Freguesia de Coentral,Castanheira de Pêra,NULL,CENTRO,40.0644,-8.17771,6260588,Ligada
ESF,VLCI 17-TX-24,VLCI,SF 12-164,SF 12-164 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,17-TX-24,Associação de Produtores Florestais do Concelho de Alvaiázere,Alvaiázere,NULL,LVT,39.8211,-8.37953,NULL,Ligada
ESF,VLCI 17-TX-22,VLCI,SF 13-164,SF 13-164 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,17-TX-22,Conselho Directivo dos Baldios da Lousã,Lousã,NULL,CENTRO,40.111,-8.25296,NULL,Ligada
ESF,VLCI 17-TX-21,VLCI,SF 14-164,SF 14-164 ,NULL,NULL,HILUX 4X4 CD CM,TOYOTA,NULL,17-TX-21,CAULE - Associação Florestal da Beira Serra,Tábua,NULL,CENTRO,40.3141,-7.89035,NULL,Ligada
ESF,VLCI 53-VA-87,VLCI,SF 15-164,SF 15-164 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-87,Associação Florestal do Concelho de Ansião,Ansião,NULL,CENTRO,39.909,-8.43381,6260592,Ligada
ESF,VLCI 53-VA-34,VLCI,SF 16-164,SF 16-164 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-34,Associação de Produtores Florestais do Concelho de Arganil,Arganil,NULL,CENTRO,40.2156,-8.05234,5260684,Ligada
ESF,VLCI 53-VA-54,VLCI,SF 17-164,SF 17-164 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-54,Associação de Produtores Agro-Florestais do Concelho de Figueiró dos Vinhos,Figueiró dos Vinhos,NULL,CENTRO,39.9071,-8.2739,6260594,Ligada
ESF,VLCI 53-VA-16,VLCI,SF 18-164,SF 18-164 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-16,CAULE - Associação Florestal da Beira Serra,Oliveira do Hospital,NULL,CENTRO,40.3141,-7.89035,5260686,Ligada
ESF,VLCI 53-VA-93,VLCI,SF 19-164,SF 19-164 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-93,AFLOPINHAL - Associação Florestal do Pinhal,Lousã,NULL,CENTRO,40.1382,-8.22538,5260688,Ligada
ESF,VLCI 57-XI-28,VLCI,SF 20-164,SF 20-164 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,57-XI-28,FLOPEN - Associação de Produtores e Proprietários Florestais do Concelho de Penela,Penela,NULL,CENTRO,40.0123,-8.34892,5260691,Ligada
ESF,VLCI 38-XF-82,VLCI,SF 22-164,SF 22-164 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,38-XF-82,Associação de Produtores Florestais do Concelho de Alvaiázere,Alvaiázere,NULL,LVT,39.8211,-8.37953,6260597,Ligada
ESF,VLCI 53-VA-37,VLCI,SF 23-164,SF 23-164 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,53-VA-37,APFLOR - Associação de Produtores e Proprietários Florestais do Concelho de Pedrógão Grande,Pedrógão Grande,NULL,CENTRO,39.9185,-8.14539,6260598,Ligada
ESF,VLCI 16-XO-61,VLCI,SF 25-164,SF 25-164 ,NULL,NULL,L200 4WD,MITSUBISHI,NULL,16-XO-61,Freguesia de Fajão-Vidual,Pampilhosa da Serra,NULL,CENTRO,40.1491,-7.9222,NULL,Ligada
