MEGFR,TipoTerminal,DDI,UnidadeFuncional,Entidade,RadioUserAlias,COD_EQUIPA,Estado,NUTSIII,Indicativo_Operacional_Radio,Ligado_Meios_v1
ESF,Portatil,4260615,Associação Florestal de Compartes de Vilar de Ferreiros,ESF,SF 25-115.2 AV,SF 25-115,1,Ave,S_F_VINTE_E_CINCO_MONDIM_DE_BASTOS,Ligado (DDI)
ESF,Portatil,4260616,Município de Mondim de Basto,ESF,SF 27-115.2 AV,SF 27-115,1,Ave,S_F_VINTE_E_SETE_MONDIM_DE_BASTOS,Ligado (COD_EQUIPA)
ESF,Portatil,4260617,Conselho Directivo dos Baldios de Moimenta,ESF,SF 29-115 AV,SF 29-115,1,Ave,S_F_VINTE_E_NOVE_CABECEIRAS_DE_BASTO,Ligado (DDI)
ESF,Portatil,4260618,Conselho Directivo dos Baldios de Moimenta,ESF,SF 29-115.2 AV,SF 29-115,1,Ave,S_F_VINTE_E_NOVE_CABECEIRAS_DE_BASTO,Ligado (COD_EQUIPA)
ESF,Portatil,4260619,Conselho Directivo de Compartes dos Baldios da Freguesia de Bilhó,ESF,SF 30-115.2 AV,SF 30-115,1,Ave,S_F_TRINTA_MONDIM_DE_BASTOS,Ligado (DDI)
ESF,Viatura,4260620,Conselho Diretivo dos Baldios da Freguesia de Rio Douro,ESF,SF 42-115 AV,SF 42-115,1,Ave,S_F_QUARENTA_E_DOIS_CABECEIRAS_DE_BASTO,Ligado (DDI)
ESF,Portatil,4260621,Conselho Diretivo dos Baldios da Freguesia de Rio Douro,ESF,SF 42-115.2 AV,SF 42-115,1,Ave,S_F_QUARENTA_E_DOIS_CABECEIRAS_DE_BASTO,Ligado (DDI)
BSF,Portatil,4260622,Comunidade Intermunicipal do Ave - BRIG-1-113 - Tecnico 1,BSF,SF BR1-113 AV,SF 11-113,1,Ave,BRIGADA_UM_CIM_AVE,Ligado (COD_EQUIPA)
ESF,Portatil,4260623,Associação Florestal do Cávado,ESF,SF 01-112 CV,SF 01-112,1,Cávado,S_F_UM_VILA_VERDE,Ligado (DDI)
ESF,Portatil,4260624,Associação Florestal do Cávado,ESF,SF 01-112.2 CV,SF 01-112,1,Cávado,S_F_UM_VILA_VERDE,Ligado (COD_EQUIPA)
ESF,Viatura,4260625,Associação Florestal do Cávado,ESF,SF 02-112 CV,SF 02-112,1,Cávado,S_F_DOIS_AMARES,Ligado (DDI)
ESF,Portatil,4260626,Associação Florestal do Cávado,ESF,SF 02-112.2 CV,SF 03-114,1,Cávado,S_F_TRES_VALONGO,Ligado (DDI)
ESF,Viatura,4260627,Associação Florestal do Cávado,ESF,SF 03-112 CV,SF 03-112,1,Cávado,S_F_TRÊS_TERRAS_DO_BOURO,Ligado (DDI)
ESF,Portatil,4260628,Associação Florestal do Cávado,ESF,SF 03-112.2 CV,SF 03-112,1,Cávado,S_F_TRÊS_TERRAS_DO_BOURO,Ligado (DDI)
ESF,Portatil,4260629,Associação Florestal do Cávado,ESF,SF 04-112 CV,SF 04-112,1,Cávado,S_F_4_BARCELOS,Ligado (DDI)
ESF,Viatura,4260630,Associação Florestal do Cávado,ESF,SF 04-112.2 CV,SF 04-112,1,Cávado,S_F_4_BARCELOS,Ligado (DDI)
ESF,Portatil,4260631,AFVH - Associação Florestal do Vale do Homem,ESF,SF 05-112 CV,SF 05-112,1,Cávado,S_F_CINCO_TERRAS_DO_BOURO,Ligado (DDI)
ESF,Portatil,4260632,AFVH - Associação Florestal do Vale do Homem,ESF,SF 05-112.2 CV,SF 05-112,1,Cávado,S_F_CINCO_TERRAS_DO_BOURO,Ligado (COD_EQUIPA)
ESF,Portatil,4260633,AFVH - Associação Florestal do Vale do Homem,ESF,SF 05-113 CV,SF 05-113,1,Cávado,S_F_CINCO_UM_TERRAS_DO_BOURO,Ligado (DDI)
ESF,Portatil,4260634,AFVH - Associação Florestal do Vale do Homem,ESF,SF 05-113.2 CV,SF 05-113,1,Cávado,S_F_CINCO_UM_TERRAS_DO_BOURO,Ligado (COD_EQUIPA)
ESF,Portatil,4260635,Associação Florestal do Cávado,ESF,SF 06-112 CV,SF 06-112,1,Cávado,S_F_SEIS_VILA_VERDE,Ligado (DDI)
ESF,Portatil,4260636,Associação Florestal do Cávado,ESF,SF 06-112.2 CV,SF 06-112,1,Cávado,S_F_SEIS_VILA_VERDE,Ligado (COD_EQUIPA)
ESF,Portatil,4260637,Associação Florestal do Cávado,ESF,SF 07-112 CV,SF 07-112,1,Cávado,S_F_SETE_ESPOSENDE,Ligado (DDI)
ESF,Portatil,4260638,Associação Florestal do Cávado,ESF,SF 07-112.2 CV,SF 07-112,1,Cávado,S_F_SETE_ESPOSENDE,Ligado (COD_EQUIPA)
ESF,Portatil,4260639,Associação Florestal do Cávado,ESF,SF 08-112 CV,SF 08-112,1,Cávado,S_F_OITO_BRAGA,Ligado (DDI)
ESF,Portatil,4260640,Associação Florestal do Cávado,ESF,SF 08-112.2 CV,SF 08-112,1,Cávado,S_F_OITO_BRAGA,Ligado (COD_EQUIPA)
ESF,Viatura,4260641,Associação Florestal do Cávado,ESF,SF 09-112 CV,SF 09-112,1,Cávado,S_F_9_BARCELOS,Ligado (DDI)
ESF,Portatil,4260642,Associação Florestal do Cávado,ESF,SF 09-112.2 CV,SF 09-112,1,Cávado,S_F_9_BARCELOS,Ligado (DDI)
ESF,Portatil,4260643,Associação Florestal do Cávado,ESF,SF 10-112 CV,SF 10-112,1,Cávado,S_F_DEZ_BRAGA,Ligado (DDI)
ESF,Viatura,4260644,Associação Florestal do Cávado,ESF,SF 10-112.2 CV,SF 10-112,1,Cávado,S_F_DEZ_BRAGA,Ligado (DDI)
ESF,Viatura,4260645,AFLODOUNORTE - Associação Florestal do Vale do Douro Norte,ESF,SF 03-117 DR,SF 03-117,1,Douro,S_F_TRES_SABROSA,Ligado (DDI)
ESF,Portatil,4260646,AFLODOUNORTE - Associação Florestal do Vale do Douro Norte,ESF,SF 03-117.2 DR,SF 03-117,1,Douro,S_F_TRES_SABROSA,Ligado (DDI)
ESF,Portatil,4260647,Cooperativa Agrícola de Penela da Beira,ESF,SF 04-117 DR,SF 04-117,1,Douro,S_F_QUATRO_PENEDONO,Ligado (DDI)
ESF,Viatura,4260648,Cooperativa Agrícola de Penela da Beira,ESF,SF 04-117.2 DR,SF 04-117,1,Douro,S_F_QUATRO_PENEDONO,Ligado (DDI)
ESF,Portatil,4260649,RIBAFLOR - Associação Florestal das Terras de Ribadouro,ESF,SF 06-117 DR,SF 06-117,1,Douro,S_F_SEIS_TABUAÇO,Ligado (DDI)
ESF,Viatura,4260650,RIBAFLOR - Associação Florestal das Terras de Ribadouro,ESF,SF 06-117.2 DR,SF 06-117,1,Douro,S_F_SEIS_TABUAÇO,Ligado (DDI)
ESF,Portatil,4260651,Associação de Produtores Florestais do Vale da Campeã,ESF,SF 08-117.2 DR,SF 08-117,1,Douro,S_F_OITO_VILA_REAL,Ligado (COD_EQUIPA)
ESF,Portatil,4260652,RIBAFLOR - Associação Florestal das Terras de Ribadouro,ESF,SF 09-117.2 DR,SF 09-117,1,Douro,S_F_NOVE_LAMEGO,Ligado (COD_EQUIPA)
ESF,Portatil,4260653,AFLODOUNORTE - Associação Florestal do Vale do Douro Norte (ex-Câmara Municipal de Alijó),ESF,SF 10-117 DR,SF 10-117,1,Douro,S_F_DEZ_ALIJÓ,Ligado (DDI)
ESF,Viatura,4260654,Associação Florestal do Vale do Douro Norte,ESF,SF 10-117.2 DR,SF 10-117,1,Douro,S_F_DEZ_ALIJÓ,Ligado (DDI)
ESF,Portatil,4260655,NATURA VIVA - Associação Ambiental e Florestal de Vale de Nogueiras,ESF,SF 11-117.2 DR,SF 11-117,1,Douro,S_F_ONZE_VILA_REAL,Ligado (COD_EQUIPA)
ESF,Portatil,4260656,Assembleia de Compartes dos Baldios de Várzea da Serra-Associação de Promoção dos Interesses dos Compartes da Freguesia de Várzea da Serra,ESF,SF 13-117.2 DR,SF 13-117,1,Douro,S_F_TREZE_TAROUCA,Ligado (COD_EQUIPA)
ESF,Portatil,4260657,Freguesia de São Martinho de Anta,ESF,SF 14-117.2 DR,SF 14-117,1,Douro,S_F_CATORZE_SABROSA,Ligado (COD_EQUIPA)
ESF,Portatil,4260658,Município de Freixo de Espada à Cinta,ESF,SF 15-117.2 DR,SF 15-117,1,Douro,S_F_QUINZE_FREIXO_DE_ESPADA_À_CINTA,Ligado (COD_EQUIPA)
ESF,Portatil,4260659,Município de São João da Pesqueira,ESF,SF 16-117.2 DR,SF 16-117,1,Douro,S_F_DEZASSEIS_SÃO_JOÃO_DA_PESQUEIRA,NÃO ligado
ESF,Viatura,4260660,Órgão de Gestão do Baldio da Serra do Reboredo (representado pelo Município de Torre de Moncorvo),ESF,SF 19-117 DR,SF 19-117,1,Douro,S_F_DEZANOVE_TORRE_DE_MONCORVO,Ligado (DDI)
ESF,Portatil,4260661,Órgão de Gestão do Baldio da Serra do Reboredo (representado pelo Município de Torre de Moncorvo),ESF,SF 19-117.2 DR,SF 19-117,1,Douro,S_F_DEZANOVE_TORRE_DE_MONCORVO,Ligado (DDI)
ESF,Portatil,4260662,Freguesia de Mouçós e Lamares,ESF,SF 20-117 DR,SF 20-117,1,Douro,S_F_VINTE_VILA_REAL,Ligado (DDI)
ESF,Viatura,4260663,Freguesia de Mouçós e Lamares,ESF,SF 20-117.2 DR,SF 20-117,1,Douro,S_F_VINTE_VILA_REAL,Ligado (DDI)
ESF,Viatura,4260664,AFLODOUNORTE - Associação Florestal do Vale do Douro Norte,ESF,SF 21-117 DR,SF 21-117,1,Douro,S_F_VINTE_E_UM_CARRAZEDA_DE_ANSIÃES,Ligado (DDI)
ESF,Portatil,4260665,AFLODOUNORTE - Associação Florestal do Vale do Douro Norte,ESF,SF 21-117.2 DR,SF 21-117,1,Douro,S_F_VINTE_E_UM_CARRAZEDA_DE_ANSIÃES,Ligado (DDI)
ESF,Portatil,4260666,AFLODOUNORTE - Associação Florestal do Vale do Douro Norte (ex-Município de Murça),ESF,SF 26-118 DR,SF 26-118,1,Douro,S_F_VINTE_SEIS_MURÇA,Ligado (DDI)
ESF,Viatura,4260667,Associação Florestal do Vale do Douro Norte,ESF,SF 26-118.2 DR,SF 26-118,1,Douro,S_F_VINTE_SEIS_MURÇA,Ligado (DDI)
ESF,Portatil,4260668,Freguesia de Borbela e Lamas de Olo,ESF,SF 32-115.2 DR,SF 32-115,1,Douro,S_F_TRINTA_E_DOIS_VILA_REAL,Ligado (COD_EQUIPA)
ESF,Viatura,4260669,Conselho Directivo dos Baldios do Cabril,ESF,SF 06-118.2 AT,SF 06-118,1,Alto Tâmega e Barroso,S_F_SEIS_MONTALEGRE,Ligado (DDI)
ESF,Viatura,4260670,Conselho Directivo dos Baldios de Outeiro,ESF,SF 08-118.2 AT,SF 08-118,1,Alto Tâmega e Barroso,S_F_OITO_MONTALEGRE,Ligado (DDI)
ESF,Viatura,4260671,AFACC - Associação Florestal e Ambiental do Concelho de Chaves,ESF,SF 12-118.2 AT,SF 12-118,1,Alto Tâmega e Barroso,S_F_DOZE_CHAVES,Ligado (DDI)
ESF,Viatura,4260672,FLORESTA 21-Associação de Produtores Florestais do Perímetro de Leomil,ESF,SF 01-117.2 DR,SF 01-117,1,Douro,S_F_UM_MOIMENTA_DA_BEIRA,Ligado (DDI)
ESF,Viatura,4260673,Municipio de Sernancelhe,ESF,SF 17-117.2 DR,SF 17-117,1,Douro,S_F_DEZASETE_SERNANCELHE,Ligado (DDI)
ESF,Viatura,4260674,ADRLU - Lobos Uivam,ESF,SF 18-117.2 DR,SF 18-117,1,Douro,S_F_DEZOITO_MOIMENTA_DA_BEIRA,Ligado (DDI)
CNAF,Portatil,4260675,PNPG - Terras do Bouro,CNAF,SF CNAF23.2 CV,CNAF 23,1,Cávado,CNAF_VINTE_E_TRES_TERRAS_DO_BOURO,Ligado (COD_EQUIPA)
CNAF,Portatil,4260676,Mata Nacional do Gerês,CNAF,SF CNAF50.2 CV,CNAF 50,1,Cávado,CNAF_CINQUENTA_TERRAS_DO_BOURO,Ligado (COD_EQUIPA)
CNAF,Portatil,4260677,PNPG - Terras do Bouro,CNAF,SF CNAF27.2 CV,CNAF 27,1,Cávado,CNAF_VINTE_SETE_TERRAS_DO_BOURO,Ligado (DDI)
CNAF,Portatil,4260678,Mata Nacional do Gerês,CNAF,SF CNAF50 CV,CNAF 50,1,Cávado,CNAF_CINQUENTA_TERRAS_DO_BOURO,Ligado (DDI)
CNAF,Portatil,4260679,Perímetro Florestal da Serra da Cabreira,CNAF,SF CNAF19.2 AV,CNAF 19,1,Ave,CNAF_DEZANOVE_CABECEIRAS_DE_BASTO,Ligado (DDI)
CNAF,Portatil,4260680,Perímetro Florestal da Serra da Cabreira,CNAF,SF CNAF19 AV,CNAF 19,1,Ave,CNAF_DEZANOVE_CABECEIRAS_DE_BASTO,Ligado (COD_EQUIPA)
VN,Portatil,4260681,Parque Nacional da Peneda-Gerês,VN,SF 1VN05 CV,SF 1VN05,1,Cávado,NULL,Ligado (DDI)
CNAF,Portatil,4260682,PNPG - Terras do Bouro,CNAF,SF CNAF23 CV,CNAF 23,1,Cávado,CNAF_VINTE_E_TRES_TERRAS_DO_BOURO,Ligado (DDI)
CNAF,Portatil,4260683,PNPG - Terras do Bouro,CNAF,SF CNAF27 CV,CNAF 27,1,Cávado,CNAF_VINTE_SETE_TERRAS_DO_BOURO,Ligado (COD_EQUIPA)
CNAF,Portatil,4260684,Perímetro Florestal de Mondim de Basto,CNAF,SF CNAF20 AV,CNAF 20,1,Ave,CNAF_VINTE_MONDIM_DE_BASTOS,Ligado (DDI)
CNAF,Portatil,4260685,Perímetro Florestal de Mondim de Basto,CNAF,SF CNAF20.2 AV,CNAF 20,1,Ave,CNAF_VINTE_MONDIM_DE_BASTOS,Ligado (COD_EQUIPA)
CNAF,Portatil,4260686,Perímetro Florestal do Barroso e Perímetro Florestal de Ribeira de Pena,CNAF,SF CNAF21 AT,CNAF 21,1,Alto Tâmega e Barroso,CNAF_VINTE_E_UM_RIBEIRA_DE_PENA,Ligado (DDI)
CNAF,Portatil,4260687,"PF Marão, PF Vila real e Ordem",CNAF,SF CNAF42 DR,CNAF 42,1,Douro,CNAF_QUARENTA_E_DOIS_VILA_REAL,Ligado (DDI)
VN,Portatil,4260688,Equipa do PN Litoral Norte ,VN,SF 1VN03 CV,SF 1VN03,1,Cávado,NULL,Ligado (DDI)
CNAF,Portatil,4260689,PF do Barroso e PF de Ribeira de Pena,CNAF,SF CNAF17 AT,CNAF 17,1,Alto Tâmega e Barroso,CNAF_DEZASSETE_BOTICAS,Ligado (DDI)
CNAF,Portatil,4260690,PNPG - Montalegre,CNAF,SF CNAF30 AT,CNAF 30,1,Alto Tâmega e Barroso,CNAF_TRINTA_MONTALEGRE,Ligado (COD_EQUIPA)
CNAF,Portatil,4260691,PNPG - Montalegre,CNAF,SF CNAF29 AT,CNAF 29,1,Alto Tâmega e Barroso,CNAF_VINTE_E_NOVE_MONTALEGRE,Ligado (COD_EQUIPA)
CNAF,Portatil,4260692,Perímetro Florestal do Barroso e Perímetro Florestal de Ribeira de Pena,CNAF,SF CNAF21.2 AT,CNAF 21,1,Alto Tâmega e Barroso,CNAF_VINTE_E_UM_RIBEIRA_DE_PENA,Ligado (COD_EQUIPA)
CNAF,Portatil,4260693,"PF Marão, PF Vila real e Ordem",CNAF,SF CNAF42.2 DR,CNAF 42,1,Douro,CNAF_QUARENTA_E_DOIS_VILA_REAL,Ligado (COD_EQUIPA)
CNAF,Portatil,4260694,PF do Barroso e PF de Ribeira de Pena,CNAF,SF CNAF17.2 AT,CNAF 17,1,Alto Tâmega e Barroso,CNAF_DEZASSETE_BOTICAS,Ligado (COD_EQUIPA)
CNAF,Portatil,4260695,PNPG - Montalegre,CNAF,SF CNAF30.2 AT,CNAF 30,1,Alto Tâmega e Barroso,CNAF_TRINTA_MONTALEGRE,Ligado (DDI)
CNAF,Portatil,4260696,PNPG - Montalegre,CNAF,SF CNAF29.2 AT,CNAF 29,1,Alto Tâmega e Barroso,CNAF_VINTE_E_NOVE_MONTALEGRE,Ligado (DDI)
VN,Portatil,4260697,Equipa do PN Alvão ,VN,SF 1VN02 DR,SF 1VN02,1,Douro,NULL,Ligado (DDI)
CNAF,Portatil,4260698,PF Serra da Padrela e Vila pouca de Aguiar,CNAF,SF CNAF43 AT,CNAF 43,1,Alto Tâmega e Barroso,CNAF_QUARENTA_E_TRES_VILA_POUCA_DE_AGUIAR,Ligado (DDI)
EGFR,Portatil,4260699,GFR - Norte,GFR,SF NSR AVE1 AV,GFR AV,1,Cávado,NULL,NÃO ligado
EGFR,Portatil,4260700,GFR - Norte,GFR,SF NSR DOU1 DR,GFR DR,1,Douro,NULL,Ligado (DDI)
EGFR,Portatil,4260701,GFR - Norte,GFR,SF NSR DOU2 DR,GFR DR,1,Douro,NULL,Ligado (DDI)
EGFR,Portatil,4260702,GFR - Norte,GFR,SF NSR DOU3 DR,GFR DR,1,Douro,NULL,Ligado (DDI)
EGFR,Portatil,4260703,GFR - Norte,GFR,SF NSR DOU4 DR,GFR DR,1,Douro,NULL,NÃO ligado
EGFR,Portatil,4260704,GFR - Norte,GFR,SF NSR AT2 AT,GFR AT,1,Alto Tâmega e Barroso,NULL,Ligado (DDI)
EGFR,Portatil,4260705,GFR - Norte,GFR,SF NSR AT1 AT,GFR AT,1,Alto Tâmega e Barroso,NULL,Ligado (DDI)
EGFR,Portatil,4260706,GFR - Norte,GFR,SF NSR AT3 AT,GFR AT,1,Alto Tâmega e Barroso,NULL,Ligado (DDI)
EGFR,Portatil,4260707,GFR - Norte,GFR,SF NSR AT4 AT,GFR AT,1,Alto Tâmega e Barroso,NULL,Ligado (DDI)
EGFR,Portatil,4260708,GFR - Norte,GFR,SF NSR AVE2 AV,GFR AV,1,Ave,NULL,NÃO ligado
EGFR,Portatil,4260709,GFR - Norte,GFR,SF NSR AVE3 AV,GFR AV,1,Ave,NULL,NÃO ligado
EGFR,Portatil,4260710,GFR - Norte,GFR,SF NSR AVE4 AV,GFR AV,1,Ave,NULL,NÃO ligado
EGFR,Portatil,4260711,GFR - Norte,GFR,SF NSR CAV1 CV,GFR CV,1,Alto Minho,NULL,NÃO ligado
EGFR,Portatil,4260712,GFR - Norte,GFR,SF NSR CAV2 CV,GFR CV,1,Cávado,NULL,NÃO ligado
EGFR,Portatil,4260713,GFR - Norte,GFR,SF NSR CAV3 CV,GFR AM,1,Cávado,NULL,NÃO ligado
EGFR,Portatil,4260714,GFR - Norte,GFR,SF NSR CAV4 CV,GFR AM,1,Alto Minho,NULL,NÃO ligado
EGFR,Portatil,4260715,GFR - Norte,GFR,SF NSR AT5 AT,GFR AT,1,Alto Tâmega e Barroso,NULL,NÃO ligado
ESF,Portatil,4260716,AFACC - Associação Florestal e Ambiental do Concelho de Chaves,ESF,SF 58-118 AT,SF 58-118,1,Alto Tâmega e Barroso,NULL,Ligado (DDI)
ESF,Portatil,4260717,AFACC - Associação Florestal e Ambiental do Concelho de Chaves,ESF,SF 58-118.2 AT,SF 58-118,1,Alto Tâmega e Barroso,NULL,Ligado (COD_EQUIPA)
ESF,Portatil,4261054,Conselho Directivo dos Baldios de Outeiro,ESF,SF 08-118 VR,SF 08-118,1,Alto Tâmega e Barroso,S_F_OITO_MONTALEGRE,Ligado (COD_EQUIPA)
ESF,Viatura,4261128,Associação Florestal do Vale do Douro Norte,ESF,SF 10-117.2 VR,SF 10-117,1,Douro,S_F_DEZ_ALIJÓ,Ligado (COD_EQUIPA)
ESF,Viatura,4261145,Associação Florestal do Vale do Douro Norte,ESF,SF 26-118.2 VR,SF 26-118,1,Douro,S_F_VINTE_SEIS_MURÇA,Ligado (COD_EQUIPA)
ESF,Viatura,4265006,"COOPERBASTO-Cooperativa Agrícola de Basto, CRL",ESF,SF 21-115 BG,SF 21-115,1,Tâmega e Sousa,S_F_VINTE_E_UM_CELORICO_DE_BASTO,NÃO ligado
CNAF,Viatura,4265026,PNPG - Ponte da Barca,CNAF,SF CNAF28 VC,CNAF 28,1,Alto Minho,CNAF_VINTE_E_OITO_PONTE_DA_BARCA,Ligado (DDI)
CNAF,Viatura,4265027,PNPG - Montalegre,CNAF,SF CNAF29 VR,CNAF 29,1,Alto Tâmega e Barroso,CNAF_VINTE_E_NOVE_MONTALEGRE,Ligado (DDI)
CNAF,Viatura,4265028,PNPG - Montalegre,CNAF,SF CNAF30 VR,CNAF 30,1,Alto Tâmega e Barroso,CNAF_TRINTA_MONTALEGRE,Ligado (DDI)
CNAF,Viatura,4265029,PNPG - Melgaço,CNAF,SF CNAF31 VC,CNAF 31,1,Alto Minho,CNAF_TRINTA_E_UM_MELGAÇO,Ligado (DDI)
CNAF,Viatura,4265030,PNPG - Melgaço,CNAF,SF CNAF32 VC,CNAF 32,1,Alto Minho,CNAF_TRINTA_E_DOIS_MELGAÇO,Ligado (DDI)
ESF,Portatil,5260500,ADRL-Associação de Desenvolvimento Rural de Lafões,ESF,SF 01-165 VD,SF 01-165,1,Viseu Dão Lafões,S_F_UM_VOUZELA,Ligado (DDI)
ESF,Portatil,5260501,Associação de Produtores Florestais e Agrícolas do Concelho de Proença-a-Nova,ESF,SF 01-166 BB,SF 01-166,1,Beira Baixa,S_F_UM_PROENÇA_A_NOVA,Ligado (DDI)
ESF,Portatil,5260502,AFLOBEI - Associação de Produtores Florestais da Beira Interior,ESF,SF 01-169 BB,SF 01-169,1,Beira Baixa,S_F_UM_IDANHA_A_NOVA,Ligado (DDI)
ESF,Portatil,5260503,Agência de Desenvolvimento Gardunha 21,ESF,SF 01-16A BS,SF 01-16A,1,Beiras e Serra da Estrela,S_F_UM_FUNDÃO,Ligado (DDI)
ESF,Portatil,5260504,Município de Figueira da Foz,ESF,SF 02-162 RC,SF 02-162,1,Região de Coimbra,S_F_DOIS_FIGUEIRA_DA_FOZ,Ligado (COD_EQUIPA)
ESF,Portatil,5260505,FLORA - Associação de Agricultores e Silvicultores da Partida,ESF,SF 02-169 BB,SF 02-169,1,Beira Baixa,S_F_DOIS_CASTELO_BRANCO,Ligado (DDI)
ESF,Portatil,5260506,Município de Mira,ESF,SF 03-162 RC,SF 03-162,1,Região de Coimbra,S_F_TRES_MIRA,Ligado (COD_EQUIPA)
ESF,Portatil,5260507,MAGAREFA - Associação de Produtores Florestais,ESF,SF 03-169 BB,SF 03-169,1,Beira Baixa,S_F_TRÊS_CASTELO_BRANCO,Ligado (DDI)
ESF,Portatil,5260508,SAURIUM FLORESTAL - Associação Prá Floresta do Concelho de Soure,ESF,SF 04-162 RC,SF 04-162,1,Região de Coimbra,S_F_QUATRO_SOURE,Ligado (COD_EQUIPA)
ESF,Portatil,5260509,Município da Figueira da Foz,ESF,SF 05-162 RC,SF 05-162,1,Região de Coimbra,S_F_CINCO_FIGUEIRA_DA_FOZ,Ligado (COD_EQUIPA)
ESF,Portatil,5260510,Freguesia de Tocha,ESF,SF 06-162 RC,SF 06-162,1,Região de Coimbra,S_F SEIS_CANTANHEDE,Ligado (DDI)
ESF,Portatil,5260511,Município da Mealhada,ESF,SF 07-161 RC,SF 07-161,1,Região de Coimbra,S_F_SETE_MEALHADA,Ligado (COD_EQUIPA)
ESF,Portatil,5260512,CAULE - Associação Florestal da Beira Serra,ESF,SF 07-162 RC,SF 07-162,1,Região de Coimbra,S_F_SETE_PENACOVA,Ligado (DDI)
ESF,Portatil,5260513,Município de Mortágua,ESF,SF 07-165 RC,SF 07-165,1,Região de Coimbra,S_F_SETE_MORTÁGUA,Ligado (DDI)
ESF,Portatil,5260514,ADRL-Associação de Desenvolvimento Rural de Lafões,ESF,SF 08-165 VD,SF 08-165,1,Viseu Dão Lafões,S_F_OITO_VOUZELA,Ligado (DDI)
ESF,Portatil,5260515,Município de Seia,ESF,SF 08-167 BS,SF 08-167,1,Beiras e Serra da Estrela,S_F_OITO_SEIA,Ligado (DDI)
ESF,Portatil,5260516,Município de Montemor-o-Velho,ESF,SF 10-162 RC,SF 10-162,1,Região de Coimbra,S_F_DEZ_MONTEMOR_O_VELHO,Ligado (COD_EQUIPA)
ESF,Portatil,5260517,APFAM - Associação de Produtores Florestais de Alvelos e Muradal,ESF,SF 10-166 BB,SF 10-166,1,Beira Baixa,S_F_DEZ_OLEIROS,Ligado (COD_EQUIPA)
ESF,Portatil,5260518,Município de Idanha-a-Nova,ESF,SF 10-169 BB,SF 10-169,1,Beira Baixa,S_F_DEZ_IDANHA_A_NOVA,Ligado (DDI)
ESF,Portatil,5260519,Serras e Povoados - Associação,ESF,SF 16-16A BS,SF 16-16A,1,Beiras e Serra da Estrela,S_F_DEZASSEIS_FUNDÃO,Ligado (COD_EQUIPA)
ESF,Portatil,5260520,Associação de Produtores Florestais de Montemuro e Paiva,ESF,SF 22-165 VD,SF 22-165,1,Viseu Dão Lafões,S_F_VINTE_E_DOIS_CASTRO_DE_AIRE,Ligado (COD_EQUIPA)
ESF,Portatil,5260521,CROFLOR - Associação de Produtores Florestais do Cró,ESF,SF 22-168 BS,SF 22-168,1,Beiras e Serra da Estrela,S_F_VINTE_E_DOIS_ALMEIDA,Ligado (DDI)
ESF,Portatil,5260522,COVICÔA - Associação de Produtores de Pequenos Ruminantes da Bacia Hidrográfica do Côa,ESF,SF 23-168 BS,SF 23-168,1,Beiras e Serra da Estrela,S_F_VINTE_E_TRÊS_PINHEL,Ligado (COD_EQUIPA)
ESF,Portatil,5260523,DÃO FLORA-Associação de Produtores Florestais,ESF,SF 24-165 VD,SF 24-165,1,Viseu Dão Lafões,S_F_VINTE_E_QUATRO_PENALVA_DO_CASTELO,Ligado (DDI)
ESF,Portatil,5260524,Freguesia de Fajão e Vidual,ESF,SF 25-164 RC,SF 25-164,1,Região de Coimbra,S_F_VINTE_E_CINCO_PAMPILHOSA_DA_SERRA,Ligado (DDI)
ESF,Portatil,5260525,Freguesia de Parada de Gonta,ESF,SF 25-165 VD,SF 25-165,1,Viseu Dão Lafões,S_F_VINTE_E_CINCO_TONDELA,Ligado (COD_EQUIPA)
ESF,Portatil,5260526,União das Freguesias de Cadafez e Colmeal,ESF,SF 26-164 RC,SF 26-164,1,Região de Coimbra,S_F_VINTE_E_SEIS_GOIS,Ligado (DDI)
ESF,Portatil,5260527,Município de Vila Nova de Paiva,ESF,SF 26-165 VD,SF 26-165,1,Viseu Dão Lafões,S_F_VINTE_E_SEIS_VILA_NOVA_DE_PAIVA,Ligado (COD_EQUIPA)
ESF,Portatil,5260528,Conselho Directivo dos Baldios da Freguesia de Vila Nova,ESF,SF 27-164 RC,SF 27-164,1,Região de Coimbra,S_F_VINTE_E_SETE_MIRANDA_DO_CORVO,Ligado (DDI)
ESF,Portatil,5260529,CAULE - Associação Florestal da Beira Serra,ESF,SF 28-164 RC,SF 28-164,1,Região de Coimbra,S_F_VINTE_E_OITO_TÁBUA,Ligado (DDI)
ESF,Portatil,5260530,Associação de Freguesia da Serra do Caramulo,ESF,SF 29-165 VD,SF 29-165,1,Viseu Dão Lafões,S_F_VINTE_E_NOVE_TONDELA,Ligado (DDI)
ESF,Portatil,5260531,Município de Mortágua,ESF,SF 37-165 RC,SF 37-165,1,Região de Coimbra,S_F_TRINTA_E_SETE_MORTÁGUA,Ligado (COD_EQUIPA)
ESF,Portatil,5260532,Freguesia do Touro,ESF,SF 42-165 VD,SF 42-165,1,Viseu Dão Lafões,S_F_QUARENTA_E_DOIS_VILA_NOVA_DE_PAIVA,Ligado (DDI)
ESF,Portatil,5260533,CEDRUS - Asociação de Produtores Florestai de Viseu,ESF,SF 43-165 VD,SF 43-165,1,Viseu Dão Lafões,S_F_QUARENTA_E_TRES_VISEU,Ligado (DDI)
