MEGFR,TipoTerminal,DDI,UnidadeFuncional,Entidade,RadioUserAlias,COD_EQUIPA,Estado,NUTSIII,Indicativo_Operacional_Radio,Ligado_Meios_v1
ESF,Portatil,1260500,"Associação dos Agricultores dos Concelhos de Abrantes, Constância, Sardoal e Mação",ESF,SF 01-16C MT,SF 01-16C,1,Médio Tejo,S_F_UM_ABRANTES,Ligado (DDI)
ESF,Portatil,1260501,Associação de Produtores Florestais do Concelho de Coruche e Limítrofes,ESF,SF 01-185 LT,SF 01-185,1,Lezíria do Tejo,S_F_UM_CORUCHE,Ligado (DDI)
ESF,Portatil,1260502,ACHAR - Associação dos Agricultores da Charneca,ESF,SF 02-185 LT,SF 02-185,1,Lezíria do Tejo,S_F_DOIS_CHAMUSCA,Ligado (DDI)
ESF,Portatil,1260503,Assembleia de Compartes dos Baldios de Alcobertas,ESF,SF 03-185 LT,SF 03-185,1,Lezíria do Tejo,S_F_TRES_RIO_MAIOR,Ligado (DDI)
ESF,Portatil,1260504,"Baldio de Valverde, Pé da Pedreira, Barreirinha e Murteira",ESF,SF 04-185 LT,SF 04-185,1,Lezíria do Tejo,S_F_QUATRO_SANTARÉM,Ligado (COD_EQUIPA)
ESF,Portatil,1260505,Município de Loures,ESF,SF 05-171 GL,SF 05-171,1,Grande Lisboa,S_F_CINCO_LOURES,Ligado (DDI)
ESF,Portatil,1260506,Município de Azambuja,ESF,SF 05-185 LT,SF 05-185,1,Lezíria do Tejo,S_F_CINCO_AZAMBUJA,NÃO ligado
ESF,Portatil,1260507,FLORZÊZERE - Associação de Desenvolvimento Florestal do Concelho de Ferreira do Zêzere,ESF,SF 08-16C MT,SF 08-16C,1,Médio Tejo,S_F_OITO_FERREIRA_DO_ZÊZERE,Ligado (DDI)
ESF,Portatil,1260509,Município de Constância,ESF,SF 09-16C MT,SF 09-16C,1,Médio Tejo,S_F_NOVE_CONSTÂNCIA,Ligado (DDI)
ESF,Portatil,1260510,Município de Alcanena,ESF,SF 11-16C MT,SF 11-16C,1,Médio Tejo,S_F_ONZE_ALCANENA,Ligado (COD_EQUIPA)
ESF,Portatil,1260511,Município de Sardoal,ESF,SF 12-16C MT,SF 12-16C,1,Médio Tejo,S_F_DOZE_SARDOAL,Ligado (DDI)
ESF,Portatil,1260512,AFLOMAÇÃO - Associação Florestal do Concelho de Mação,ESF,SF 14-16C MT,SF 14-16C,1,Médio Tejo,S_F_CATORZE_MAÇÃO,Ligado (COD_EQUIPA)
ESF,Portatil,1260513,"Tapada Nacional de Mafra, CIPRL",ESF,SF 01-171 GL,SF 01-171,1,Grande Lisboa,S_F_UM_MAFRA,Ligado (DDI)
ESF,Portatil,1260514,"Tapada Nacional de Mafra, CIPRL",ESF,SF 01-171.2 GL,SF 01-171,1,Grande Lisboa,S_F_UM_MAFRA,Ligado (COD_EQUIPA)
ESF,Portatil,1260515,Município de Mafra,ESF,SF 02-171 GL,SF 02-171,1,Grande Lisboa,S_F_DOIS_MAFRA,Ligado (DDI)
ESF,Viatura,1260516,Município de Mafra,ESF,SF 02-171.2 GL,SF 02-171,1,Grande Lisboa,S_F_DOIS_MAFRA,Ligado (DDI)
ESF,Portatil,1260517,Município de Cascais,ESF,SF 04-171 GL,SF 04-171,1,Grande Lisboa,S_F_QUATRO_CASCAIS,Ligado (DDI)
ESF,Viatura,1260518,Município de Cascais,ESF,SF 04-171.3 GL,SF 04-171,1,Grande Lisboa,S_F_QUATRO_CASCAIS,Ligado (DDI)
ESF,Portatil,1260519,Município de Loures,ESF,SF 05-171.2 GL,SF 05-171,1,Grande Lisboa,S_F_CINCO_LOURES,Ligado (COD_EQUIPA)
ESF,Portatil,1260520,Município de Sintra,ESF,SF 06-171 GL,SF 06-171,1,Grande Lisboa,S_F_SEIS_SINTRA,Ligado (DDI)
ESF,Viatura,1260521,Município de Sintra,ESF,SF 06-171.2 GL,SF 06-171,1,Grande Lisboa,S_F_SEIS_SINTRA,Ligado (DDI)
ESF,Portatil,1260522,"Baldio de Valverde, Pé da Pedreira, Barreirinha e Murteira",ESF,SF 04-185.2 LT,SF 04-185,1,Lezíria do Tejo,S_F_QUATRO_SANTARÉM,Ligado (DDI)
ESF,Portatil,1260523,Município de Azambuja,ESF,SF 05-185.2 LT,SF 05-185,1,Lezíria do Tejo,S_F_CINCO_AZAMBUJA,Ligado (DDI)
BSF,Viatura,1260524,Comunidade Intermunicipal da Lezíria do Tejo - BRIG-1-185,BSF,SF 06-185 LT,SF 06-185,1,Lezíria do Tejo,BRIGADA_UM_CIM_LEZÍRIA_DO_TEJO,Ligado (DDI)
BSF,Portatil,1260525,Comunidade Intermunicipal da Lezíria do Tejo - BRIG-1-185,BSF,SF 06-185.2 LT,SF 06-185,1,Lezíria do Tejo,BRIGADA_UM_CIM_LEZÍRIA_DO_TEJO,Ligado (DDI)
BSF,Viatura,1260526,Comunidade Intermunicipal da Lezíria do Tejo - BRIG-1-185,BSF,SF 07-185 LT,SF 07-185,1,Lezíria do Tejo,BRIGADA_UM_CIM_LEZÍRIA_DO_TEJO,Ligado (DDI)
BSF,Portatil,1260527,Comunidade Intermunicipal da Lezíria do Tejo - BRIG-1-185,BSF,SF 07-185.2 LT,SF 07-185,1,Lezíria do Tejo,BRIGADA_UM_CIM_LEZÍRIA_DO_TEJO,Ligado (DDI)
BSF,Viatura,1260528,Comunidade Intermunicipal da Lezíria do Tejo - BRIG-1-185,BSF,SF 08-185 LT,SF 08-185,1,Lezíria do Tejo,BRIGADA_UM_CIM_LEZÍRIA_DO_TEJO,Ligado (DDI)
BSF,Portatil,1260529,Comunidade Intermunicipal da Lezíria do Tejo - BRIG-1-185,BSF,SF 08-185.2 LT,SF 08-185,1,Lezíria do Tejo,BRIGADA_UM_CIM_LEZÍRIA_DO_TEJO,Ligado (DDI)
BSF,Portatil,1260530,Comunidade Intermunicipal da Lezíria do Tejo - BRIG-1-185 Tecnico1,BSF,SF BR1-185 LT,SF 06-185,1,Lezíria do Tejo,BRIGADA_UM_CIM_LEZÍRIA_DO_TEJO,Ligado (COD_EQUIPA)
ESF,Viatura,1260533,"Associação dos Agricultores dos Concelhos de Abrantes, Constância, Sardoal e Mação",ESF,SF 03-16C MT,SF 03-16C,1,Médio Tejo,S_F_TRES_ABRANTES,Ligado (DDI)
ESF,Portatil,1260534,Associação dos Agricultores dos Concelhos de Abrantes. Constância. Sardoal e Mação,ESF,SF 03-16C.2 MT,SF 03-16C,1,Médio Tejo,S_F_TRES_ABRANTES,Ligado (DDI)
ESF,Viatura,1260537,"Associação dos Agricultores dos Concelhos de Abrantes, Constância, Sardoal e Mação",ESF,SF 04-16C MT,SF 04-16C,1,Médio Tejo,S_F_QUATRO_ABRANTES,Ligado (DDI)
ESF,Portatil,1260538,Associação dos Agricultores dos Concelhos de Abrantes. Constância. Sardoal e Mação,ESF,SF 04-16C.2 MT,SF 04-16C,1,Médio Tejo,S_F_QUATRO_ABRANTES,Ligado (DDI)
ESF,Portatil,1260539,FLORZÊZERE - Associação de Desenvolvimento Florestal do Concelho de Ferreira do Zêzere,ESF,SF 07-16C MT,SF 07-16C,1,Médio Tejo,S_F_SETE_FERREIRA_DO_ZÊZERE,Ligado (DDI)
ESF,Viatura,1260540,FLORZÊZERE - Associação de Desenvolvimento Florestal do Concelho de Ferreira do Zêzere,ESF,SF 07-16C.2 MT,SF 07-16C,1,Médio Tejo,S_F_SETE_FERREIRA_DO_ZÊZERE,Ligado (DDI)
ESF,Portatil,1260541,FLORZÊZERE - Associação de Desenvolvimento Florestal do Concelho de Ferreira do Zêzere,ESF,SF 08-16C.2 MT,SF 08-16C,1,Médio Tejo,S_F_OITO_FERREIRA_DO_ZÊZERE,Ligado (COD_EQUIPA)
ESF,Portatil,1260543,Município de Constância,ESF,SF 09-16C.2 MT,SF 09-16C,1,Médio Tejo,S_F_NOVE_CONSTÂNCIA,Ligado (COD_EQUIPA)
ESF,Portatil,1260544,Município de Alcanena,ESF,SF 11-16C.2 MT,SF 11-16C,1,Médio Tejo,S_F_ONZE_ALCANENA,Ligado (DDI)
ESF,Portatil,1260545,Município de Sardoal,ESF,SF 12-16C.2 MT,SF 12-16C,1,Médio Tejo,S_F_DOZE_SARDOAL,Ligado (COD_EQUIPA)
ESF,Portatil,1260548,AFLOMAÇÃO - Associação Florestal do Concelho de Mação,ESF,SF 14-16C.2 MT,SF 14-16C,1,Médio Tejo,S_F_CATORZE_MAÇÃO,Ligado (DDI)
ESF,Portatil,1260549,AFLOMAÇÃO - Associação Florestal do Concelho de Mação,ESF,SF 15-16C MT,SF 15-16C,1,Médio Tejo,S_F_QUINZE_MAÇÃO,Ligado (DDI)
ESF,Viatura,1260550,AFLOMAÇÃO - Associação Florestal do Concelho de Mação,ESF,SF 15-16C.2 MT,SF 15-16C,1,Médio Tejo,S_F_QUINZE_MAÇÃO,Ligado (DDI)
ESF,Portatil,1260551,AFLOMAÇÃO - Associação Florestal do Concelho de Mação,ESF,SF 16-16C MT,SF 16-16C,1,Médio Tejo,S_F_DEZASSEIS_MAÇÃO,Ligado (DDI)
ESF,Viatura,1260553,"Associação dos Agricultores dos Concelhos de Abrantes, Constância, Sardoal e Mação",ESF,SF 19-16C MT,SF 19-16C,1,Médio Tejo,S_F_DEZANOVE_BARQUINHA,Ligado (DDI)
ESF,Portatil,1260554,Associação dos Agricultores dos Concelhos de Abrantes. Constância. Sardoal e Mação,ESF,SF 19-16C.2 MT,SF 19-16C,1,Médio Tejo,S_F_DEZANOVE_BARQUINHA,Ligado (DDI)
BSF,Viatura,1260555,Comunidade Intermunicipal do Médio Tejo - BRIG-1-16C,BSF,SF 20-16C MT,SF 20-16C,1,Médio Tejo,BRIGADA_UM_CIM_MÉDIO_TEJO,Ligado (DDI)
BSF,Portatil,1260556,Comunidade Intermunicipal do Médio Tejo - BRIG-1-16C,BSF,SF 20-16C.2 MT,SF 20-16C,1,Médio Tejo,BRIGADA_UM_CIM_MÉDIO_TEJO,Ligado (DDI)
BSF,Viatura,1260557,Comunidade Intermunicipal do Médio Tejo - BRIG-1-16C,BSF,SF 21-16C MT,SF 21-16C,1,Médio Tejo,BRIGADA_UM_CIM_MÉDIO_TEJO,Ligado (DDI)
BSF,Portatil,1260558,Comunidade Intermunicipal do Médio Tejo - BRIG-1-16C,BSF,SF 21-16C.2 MT,SF 21-16C,1,Médio Tejo,BRIGADA_UM_CIM_MÉDIO_TEJO,Ligado (DDI)
BSF,Viatura,1260559,Comunidade Intermunicipal do Médio Tejo - BRIG-1-16C,BSF,SF 22-16C MT,SF 22-16C,1,Médio Tejo,BRIGADA_UM_CIM_MÉDIO_TEJO,Ligado (DDI)
BSF,Portatil,1260560,Comunidade Intermunicipal do Médio Tejo - BRIG-1-16C,BSF,SF 22-16C.2 MT,SF 22-16C,1,Médio Tejo,BRIGADA_UM_CIM_MÉDIO_TEJO,Ligado (DDI)
ESF,Portatil,1260561,Freguesia de Urqueira,ESF,SF 23-16C MT,SF 23-16C,1,Médio Tejo,S_F_VINTE_E_TRES_OURÉM,Ligado (DDI)
ESF,Viatura,1260562,Freguesia de Urqueira,ESF,SF 23-16C.2 MT,SF 23-16C,1,Médio Tejo,S_F_VINTE_E_TRES_OURÉM,Ligado (DDI)
ESF,Portatil,1260563,Associação dos Agricultores dos Concelhos de Abrantes. Constância. Sardoal e Mação,ESF,SF 24-16C MT,SF 24-16C,1,Médio Tejo,S_F_VINTE_E_QUATRO_ABRANTES,Ligado (DDI)
ESF,Viatura,1260564,"Associação dos Agricultores dos Concelhos de Abrantes, Constância, Sardoal e Mação",ESF,SF 24-16C.2 MT,SF 24-16C,1,Médio Tejo,S_F_VINTE_E_QUATRO_ABRANTES,Ligado (DDI)
BSF,Portatil,1260565,Comunidade Intermunicipal do Médio Tejo - BRIG-2-16C,BSF,SF 25-16C MT,SF 25-16C,1,Médio Tejo,BRIGADA_DOIS_CIM_MÉDIO_TEJO,Ligado (DDI)
BSF,Viatura,1260566,Comunidade Intermunicipal do Médio Tejo - BRIG-2-16C,BSF,SF 25-16C.2 MT,SF 25-16C,1,Médio Tejo,BRIGADA_DOIS_CIM_MÉDIO_TEJO,Ligado (DDI)
BSF,Portatil,1260567,Comunidade Intermunicipal do Médio Tejo - BRIG-2-16C,BSF,SF 26-16C MT,SF 26-16C,1,Médio Tejo,BRIGADA_DOIS_CIM_MÉDIO_TEJO,Ligado (DDI)
BSF,Viatura,1260568,Comunidade Intermunicipal do Médio Tejo - BRIG-2-16C,BSF,SF 26-16C.2 MT,SF 26-16C,1,Médio Tejo,BRIGADA_DOIS_CIM_MÉDIO_TEJO,Ligado (DDI)
BSF,Portatil,1260569,Comunidade Intermunicipal do Médio Tejo - BRIG-2-16C,BSF,SF 27-16C MT,SF 27-16C,1,Médio Tejo,BRIGADA_DOIS_CIM_MÉDIO_TEJO,Ligado (DDI)
BSF,Viatura,1260570,Comunidade Intermunicipal do Médio Tejo - BRIG-2-16C,BSF,SF 27-16C.2 MT,SF 27-16C,1,Médio Tejo,BRIGADA_DOIS_CIM_MÉDIO_TEJO,Ligado (DDI)
ESF,Portatil,1260571,FLORZÊZERE - Associação de Desenvolvimento Florestal do Concelho de Ferreira do Zêzere,ESF,SF 28-16C MT,SF 28-16C,1,Médio Tejo,S_F_VINTE_E_OITO_FERREIRA_DO_ZÊZERE,Ligado (DDI)
ESF,Viatura,1260572,FLORZÊZERE - Associação de Desenvolvimento Florestal do Concelho de Ferreira do Zêzere,ESF,SF 28-16C.2 MT,SF 28-16C,1,Médio Tejo,S_F_VINTE_E_OITO_FERREIRA_DO_ZÊZERE,Ligado (DDI)
ESF,Portatil,1260573,Associação dos Agricultores dos Concelhos de Abrantes. Constância. Sardoal e Mação,ESF,SF 29-16C MT,SF 29-16C,1,Médio Tejo,S_F_VINTE_E_NOVE_SARDOAL,Ligado (DDI)
ESF,Viatura,1260574,"Associação dos Agricultores dos Concelhos de Abrantes, Constância, Sardoal e Mação",ESF,SF 29-16C.2 MT,SF 29-16C,1,Médio Tejo,S_F_VINTE_E_NOVE_SARDOAL,Ligado (DDI)
BSF,Portatil,1260575,Comunidade Intermunicipal do Médio Tejo - BRIG-1-16C - Tecnico 1,BSF,SF BR1-16C MT,SF 20-16C,1,Médio Tejo,BRIGADA_UM_CIM_MÉDIO_TEJO,Ligado (COD_EQUIPA)
BSF,Portatil,1260576,Comunidade Intermunicipal do Médio Tejo - BRIG-2-16C - Tecnico 2,BSF,SF BR2-16C MT,SF 25-16C,1,Médio Tejo,BRIGADA_DOIS_CIM_MÉDIO_TEJO,Ligado (COD_EQUIPA)
ESF,Viatura,1260577,Associação de Produtores Florestais do Concelho de Coruche e Limítrofes,ESF,SF 01-185.2 LT,SF 01-185,1,Lezíria do Tejo,S_F_UM_CORUCHE,Ligado (DDI)
ESF,Viatura,1260578,ACHAR - Associação dos Agricultores da Charneca,ESF,SF 02-185.2 LT,SF 02-185,1,Lezíria do Tejo,S_F_DOIS_CHAMUSCA,Ligado (DDI)
ESF,Viatura,1260579,Assembleia de Compartes dos Baldios de Alcobertas,ESF,SF 03-185.2 LT,SF 03-185,1,Lezíria do Tejo,S_F_TRES_RIO_MAIOR,Ligado (DDI)
ESF,Viatura,1260580,"Associação dos Agricultores dos Concelhos de Abrantes, Constância, Sardoal e Mação",ESF,SF 01-16C.2 MT,SF 01-16C,1,Médio Tejo,S_F_UM_ABRANTES,Ligado (DDI)
FSBF,Portatil,1260581,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VFCI01.1 NC,FSBF VFCI01,1,NULL,NULL,Ligado (DDI)
FSBF,Portatil,1260582,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VFCI02.1 NC,FSBF VFCI02,1,NULL,NULL,Ligado (DDI)
FSBF,Portatil,1260583,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VFCI03.1 NC,FSBF VFCI03,1,NULL,NULL,Ligado (DDI)
FSBF,Portatil,1260584,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VFCI04.1 NC,FSBF VFCI04,1,NULL,NULL,Ligado (DDI)
FSBF,Portatil,1260585,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VFCI05.1 NC,FSBF VFCI05,1,NULL,NULL,Ligado (DDI)
FSBF,Viatura,1260586,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VFCI01.2 NC,FSBF VFCI01,1,NULL,NULL,Ligado (DDI)
FSBF,Viatura,1260587,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VFCI02.2 NC,FSBF VFCI02,1,NULL,NULL,Ligado (DDI)
FSBF,Viatura,1260588,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VFCI03.2 NC,FSBF VFCI03,1,NULL,NULL,Ligado (DDI)
FSBF,Viatura,1260589,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VFCI04.2 NC,FSBF VFCI04,1,NULL,NULL,Ligado (DDI)
FSBF,Viatura,1260590,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VFCI05.2 NC,FSBF VFCI05,1,NULL,NULL,Ligado (DDI)
FSBF,Viatura,1260591,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VLCI 03 NC,FSBF VLCI 03,1,Ave,NULL,NÃO ligado
FSBF,Viatura,1260592,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VLCI 05 NC,FSBF VLCI 05,1,Alto Tâmega e Barroso,NULL,NÃO ligado
FSBF,Viatura,1260593,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VLCI 06 NC,FSBF VLCI 06,1,Alto Minho,NULL,NÃO ligado
FSBF,Viatura,1260594,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VLCI 07 NC,FSBF VLCI 07,1,Beira Baixa,NULL,NÃO ligado
FSBF,Viatura,1260595,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VLCI 08 NC,FSBF VLCI 08,1,Beiras e Serra da estrela,NULL,NÃO ligado
FSBF,Viatura,1260596,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VLCI 09 NC,FSBF VLCI 09,1,Beiras e Serra da Estrela,NULL,NÃO ligado
FSBF,Viatura,1260597,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VLCI 10 NC,FSBF VLCI 10,1,Região de Leiria,NULL,NÃO ligado
FSBF,Viatura,1260598,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VLCI 12 NC,FSBF VLCI 12,1,Lezíria do Tejo,NULL,NÃO ligado
FSBF,Viatura,1260599,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VLCI 13 NC,FSBF VLCI 13,1,Algarve,NULL,NÃO ligado
FSBF,Viatura,1260600,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VLCI 14 NC,FSBF VLCI 14,1,NULL,NULL,NÃO ligado
FSBF,Viatura,1260601,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VLCI 15 NC,FSBF VLCI 15,1,Alto Alentejo,NULL,NÃO ligado
FSBF,Viatura,1260602,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VLCI 16 NC,FSBF VLCI 16,1,NULL,NULL,NÃO ligado
FSBF,Viatura,1260603,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VLCI 17 NC,FSBF VLCI 17,1,Alto Tâmega e Barroso,NULL,NÃO ligado
FSBF,Viatura,1260604,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VLCI 18 NC,FSBF VLCI 18,1,Alto Alentejo,NULL,NÃO ligado
FSBF,Viatura,1260605,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VLCI 21 NC,FSBF VLCI 21,2,NULL,NULL,NÃO ligado
FSBF,Viatura,1260606,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VLCI 22 NC,FSBF VLCI 22,1,Lezíria do Tejo,NULL,NÃO ligado
FSBF,Portatil,1260607,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF CMDT.1 NC,FSBF CMDT,1,Grande Lisboa,NULL,NÃO ligado
FSBF,Portatil,1260609,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF 2CMDT.1 NC,FSBF 2CMD,1,Grande Lisboa,NULL,NÃO ligado
FSBF,Portatil,1260610,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF 2CMDT.2 NC,FSBF 2CMD,1,NULL,NULL,NÃO ligado
FSBF,Portatil,1260611,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF CRD N.1 NC,FSBF CRD_N,1,NULL,NULL,NÃO ligado
FSBF,Portatil,1260612,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF CRD C.1 NC,FSBF CRD_C,1,Alto Alentejo,NULL,NÃO ligado
FSBF,Portatil,1260613,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF CRD S.1 NC,FSBF CRD_S,1,Alto Alentejo,NULL,NÃO ligado
FSBF,Portatil,1260614,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF CRD N.2 NC,FSBF CRD_N,1,NULL,NULL,NÃO ligado
FSBF,Portatil,1260615,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF CRD C.2 NC,FSBF CRD_C,1,NULL,NULL,NÃO ligado
FSBF,Portatil,1260616,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF CRD S.2 NC,FSBF CRD_S,1,Alto Alentejo,NULL,NÃO ligado
FSBF,Portatil,1260617,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF CBAS1.1 NC,FSBF CBAS01,1,Ave,NULL,Ligado (DDI)
FSBF,Portatil,1260618,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF CBAS2.1 NC,FSBF CBAS02,1,Ave,NULL,Ligado (COD_EQUIPA)
FSBF,Portatil,1260619,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF CBAS3.1 NC,FSBF CBAS03,1,NULL,NULL,Ligado (DDI)
FSBF,Portatil,1260620,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF CBAS1.2 NC,FSBF CBAS01,1,NULL,NULL,Ligado (COD_EQUIPA)
FSBF,Portatil,1260621,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF CBAS2.2 NC,FSBF CBAS02,1,NULL,NULL,Ligado (DDI)
FSBF,Portatil,1260622,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF CBAS3.2 NC,FSBF CBAS03,1,NULL,NULL,Ligado (COD_EQUIPA)
FSBF,Portatil,1260623,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF CBAS1.3 NC,FSBF CBAS01,1,NULL,NULL,Ligado (COD_EQUIPA)
FSBF,Portatil,1260624,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF CBAS2.3 NC,FSBF CBAS02,1,NULL,NULL,Ligado (COD_EQUIPA)
FSBF,Portatil,1260625,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF CBAS3.3 NC,FSBF CBAS03,1,NULL,NULL,Ligado (COD_EQUIPA)
FSBF,Portatil,1260626,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VPAG1.1 NC,FSBF VPAG01,1,Alto Tâmega e Barroso,NULL,NÃO ligado
FSBF,Portatil,1260627,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VPAG2.1 NC,FSBF VPAG02,1,Alto Tâmega e Barroso,NULL,NÃO ligado
FSBF,Portatil,1260628,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VPAG3.1 NC,FSBF VPAG03,1,NULL,NULL,NÃO ligado
FSBF,Portatil,1260629,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VPAG1.2 NC,FSBF VPAG01,1,NULL,NULL,NÃO ligado
FSBF,Portatil,1260630,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VPAG2.2 NC,FSBF VPAG02,1,NULL,NULL,NÃO ligado
FSBF,Portatil,1260631,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VPAG3.2 NC,FSBF VPAG03,1,NULL,NULL,NÃO ligado
FSBF,Portatil,1260632,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VPAG1.3 NC,FSBF VPAG01,1,NULL,NULL,NÃO ligado
FSBF,Portatil,1260633,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VPAG2.3 NC,FSBF VPAG02,1,NULL,NULL,NÃO ligado
FSBF,Portatil,1260634,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF VPAG3.3 NC,FSBF VPAG03,1,NULL,NULL,NÃO ligado
FSBF,Portatil,1260635,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF GD1.1 NC,FSBF GD01,1,Beiras e Serra da Estrela,NULL,Ligado (DDI)
FSBF,Portatil,1260636,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF GD2.1 NC,FSBF GD02,1,Beiras e Serra da Estrela,NULL,Ligado (COD_EQUIPA)
FSBF,Portatil,1260637,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF GD3.1 NC,FSBF GD03,1,NULL,NULL,Ligado (DDI)
FSBF,Portatil,1260638,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF GD4.1 NC,FSBF GD04,1,NULL,NULL,Ligado (COD_EQUIPA)
FSBF,Portatil,1260639,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF GD1.2 NC,FSBF GD01,1,NULL,NULL,Ligado (COD_EQUIPA)
FSBF,Portatil,1260640,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF GD2.2 NC,FSBF GD02,1,NULL,NULL,Ligado (COD_EQUIPA)
FSBF,Portatil,1260641,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF GD3.2 NC,FSBF GD03,1,NULL,NULL,Ligado (COD_EQUIPA)
FSBF,Portatil,1260642,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF GD4.2 NC,FSBF GD04,1,NULL,NULL,Ligado (COD_EQUIPA)
FSBF,Portatil,1260643,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF GD1.3 NC,FSBF GD01,1,NULL,NULL,Ligado (COD_EQUIPA)
FSBF,Portatil,1260644,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF GD2.3 NC,FSBF GD02,1,NULL,NULL,Ligado (DDI)
FSBF,Portatil,1260645,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF GD3.3 NC,FSBF GD03,1,NULL,NULL,Ligado (COD_EQUIPA)
FSBF,Portatil,1260646,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF GD4.3 NC,FSBF GD04,1,NULL,NULL,Ligado (DDI)
FSBF,Portatil,1260647,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF PRN1.1 NC,FSBF PRN01,1,Beira Baixa,NULL,Ligado (DDI)
FSBF,Portatil,1260648,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF PRN2.1 NC,FSBF PRN02,1,NULL,NULL,Ligado (COD_EQUIPA)
FSBF,Portatil,1260649,Comando Nacional da Força de Sapadores Bombeiros Florestais,FSBF,SF PRN1.2 NC,FSBF PRN01,1,NULL,NULL,Ligado (COD_EQUIPA)
